commit_hash,files_changed,lines_added,lines_deleted,message_length,label_bugfix,lines_changed,change_density,is_large_commit,is_small_commit
58285b61fffa1113701686c6bcdbf54ef529e440,0.0,0.0,0.0,51.0,0,0.0,0.0,0,1
1264c458ae808d306aa03c51f70103e52dca107b,1.0,13.0,0.0,55.0,1,13.0,13.0,0,0
74d458b40c0bdb140e7feab9af407642eb3dcea1,1.0,2.0,0.0,29.0,0,2.0,2.0,0,0
8d356d7cda963e2fa6437c5a5fef035e13cc80c5,4.0,4.0,4.0,42.0,1,8.0,2.0,0,0
e432d833b5f7b4c27e2dca5d5125bbf78a46327d,1.0,0.0,1.0,19.0,1,1.0,1.0,0,0
68278fd78e15e3ef6a591f3f2b6cc700d1e4d6dd,1.0,39.0,11.0,33.0,0,50.0,50.0,0,0
4d16486132c349cdc7d473ef3c238dfa3f9d5385,3.0,124.0,10.0,31.0,0,134.0,44.666666666666664,0,0
35fd6eb22c4dec893770dd5720a51608a06fb8cd,2.0,40.0,31.0,48.0,0,71.0,35.5,0,0
672eaf7abf1452750688eeb4e294aca22cd3272a,0.0,0.0,0.0,123.0,0,0.0,0.0,0,1
99c6287ce2319224f3a188f75641a9443466ab85,3.0,5.0,5.0,23.0,0,10.0,3.3333333333333335,0,0
78fc9949aa7055f2e14825cec3c28bc35c42700f,0.0,0.0,0.0,41.0,0,0.0,0.0,0,1
182ee31503ea8a9eefd0d7063bd7fbdde991e13b,5.0,183.0,8.0,26.0,0,191.0,38.2,1,0
02b916d509422a4703df5110110686288666d3d5,2.0,74.0,0.0,24.0,0,74.0,37.0,0,0
dfecc86dd315586bec8f5f0838195d03ba7165d3,15.0,122.0,39.0,56.0,0,161.0,10.733333333333333,0,0
ce6e4cbd73d57cb8c1bba85c46490f71061f865f,9.0,17.0,17.0,33.0,0,34.0,3.7777777777777777,0,0
d29a9765a5b7014d3a52272f80ee90f4d98cf799,1.0,6.0,1.0,14.0,0,7.0,7.0,0,0
4ca1d0a2ed7639d3f1d2e466a777f7e6b0e8aa0a,1.0,1.0,1.0,15.0,0,2.0,2.0,0,0
6913dc173303de9534c32d716c22b7f371ab6303,1.0,1.0,0.0,29.0,0,1.0,1.0,0,0
6cb0855e2dd181df5353fc1be9b437c7bc92eb2f,3.0,29.0,1.0,58.0,1,30.0,10.0,0,0
9959ddd3da09f619d467891b194389851cf50367,1.0,0.0,5.0,24.0,0,5.0,5.0,0,0
dba42ae968a1cfa6cc6a3ead99ded554a710f041,1.0,1.0,0.0,21.0,0,1.0,1.0,0,0
8e4bcaf57630b5449999594063ffe8dc104e316a,2.0,10.0,1.0,19.0,1,11.0,5.5,0,0
63caf6e15882292832485372cd86b8265a007f92,1.0,3.0,3.0,15.0,1,6.0,6.0,0,0
a224fecfd57a77c3f7279102dcc0b332a6858065,9.0,24.0,24.0,16.0,1,48.0,5.333333333333333,0,0
7a4b6088395387abe4127c9650f9cbaac11a0ec4,2.0,34.0,1.0,53.0,1,35.0,17.5,0,0
50bca8c2d34b4b31ffcc98f6ced44b18de3c78b0,3.0,14.0,0.0,51.0,0,14.0,4.666666666666667,0,0
a6617f44c0416c6877d930b312e1f64df08eca0e,1.0,10.0,0.0,45.0,1,10.0,10.0,0,0
707b30749daf407c07b5b265bd892564576ad80a,2.0,10.0,2.0,33.0,1,12.0,6.0,0,0
ee69fb58906818f50a2afe71e4ecde7af96b791a,3.0,278.0,1.0,42.0,0,279.0,93.0,1,0
216472b43dbb2c2501ab7f8b3e5ae861a082db3f,1.0,1.0,1.0,35.0,1,2.0,2.0,0,0
33e7f2b990e3889d6aa9cffef4a4c9d7d0923698,2.0,45.0,0.0,58.0,1,45.0,22.5,0,0
b4d576bce249322605094525491ccba091704a35,0.0,0.0,0.0,51.0,0,0.0,0.0,0,1
937360877bd425543e06decd68a62e086b78bf6b,1.0,3.0,0.0,45.0,0,3.0,3.0,0,0
bc00fd1e83f23f57dd6a765b6a4bab2394584ae6,5.0,111.0,3.0,155.2199999999998,1,114.0,22.8,0,0
9983e847425621b5e474ae9da6822f1af0b0cc1f,3.0,51.0,24.0,89.0,1,75.0,25.0,0,0
1ffa295d933c7e0cd1ee14c1592c40f72b9f22bb,1.0,11.0,3.0,65.0,0,14.0,14.0,0,0
f904ef27d3d1f4e03972c34858787294c74c164f,1.0,1.0,1.0,72.0,1,2.0,2.0,0,0
12c2cb5e12895a0d16b37b7a9e9a96d69a34c36e,1.0,1.0,1.0,39.0,0,2.0,2.0,0,0
cc7876f97fbc787ac7702453bdc62541f8ea47f6,1.0,1.0,1.0,93.0,1,2.0,2.0,0,0
e67903d134039b2452b2a3806e10451491ce768d,1.0,1.0,1.0,55.0,1,2.0,2.0,0,0
e7a9df784c9edee7742052aadacc2389bf21230c,1.0,1.0,1.0,27.0,0,2.0,2.0,0,0
2fb09d07f29aaacac3afd6b64c997e761a292864,1.0,1.0,1.0,30.0,0,2.0,2.0,0,0
7dae84f0027945bac29b45b63fdc0f795a5a813a,1.0,12.0,11.0,155.2199999999998,0,23.0,23.0,0,0
88a031ab24b0e7e2a5190f9e48f80f2b21aba1a0,1.0,1.0,1.0,56.0,0,2.0,2.0,0,0
e3de5e6ca39e024874cb465c9047b65373d73b64,1.0,1.0,1.0,35.0,0,2.0,2.0,0,0
51a5add86d0fa9889b69d51d45d06a2ac4c5df9f,1.0,21.0,21.0,71.0,1,42.0,42.0,0,0
06ed3e1e8888b73794876d39a53382eb45a54fe2,1.0,1.0,1.0,59.0,0,2.0,2.0,0,0
f5fb4576577cbedcedba9eb16d9fdace18c9292c,3.0,12.0,0.0,36.0,1,12.0,4.0,0,0
ca0aa9533f7c3a925f1115581872793bdf34bb34,2.0,163.0,0.0,40.0,0,163.0,81.5,0,0
235d693bfc5633aae310ab3dc35e86c8892a0b2b,2.0,3.0,1.0,20.0,1,4.0,2.0,0,0
5a5a4a85bf1cfe783e7009d463aa16368dd5c92f,2.0,118.0,73.0,34.0,1,191.0,95.5,1,0
d02d01adaa5754ad694b3fee7e32aaa19a502054,1.0,1.0,1.0,18.0,1,2.0,2.0,0,0
1762ea5a2bee7539381c701c4d1534c4af9c2e37,2.0,2.0,2.0,19.0,1,4.0,2.0,0,0
54d22f1c5537c957ed555c20e6cd8198346289e5,1.0,1.0,1.0,41.0,1,2.0,2.0,0,0
9ecb9edc0644e9c40a0089d680783df5dbffb3d7,3.0,3.0,4.0,5.0,0,7.0,2.3333333333333335,0,0
3e2a2114fd952b489515b63ca0cfa9899455583a,1.0,2.0,2.0,12.0,0,4.0,4.0,0,0
223d44dca8e28c95ffb841118b93b1d36bf9b092,0.0,0.0,0.0,51.0,0,0.0,0.0,0,1
41f5ad9b1539410507455db6df1424d1a7215b05,2.0,0.0,0.0,12.0,0,0.0,0.0,0,1
540eca16f8a5963a74298f3630523fd9ad49187a,4.0,9.0,9.0,87.0,1,18.0,4.5,0,0
33a035bb0ec07a4ca92f1397e7caeb7714c57bd6,3.0,138.0,1.0,23.0,0,139.0,46.333333333333336,0,0
52f38bbf8bee2f7b5aa4fe708dc304cb590d3a0b,1.0,2.0,2.0,23.0,1,4.0,4.0,0,0
20c2e53893c202a4555bd7390672ee948fa6b1e0,2.0,6.0,6.0,25.0,0,12.0,6.0,0,0
ea72e272a677365a60f1c412f91ebfac58ba13bb,1.0,1.0,1.0,22.0,1,2.0,2.0,0,0
f66c252e47c63d7961b8d2c00acdf5aed11eb851,1.0,1.0,1.0,4.0,0,2.0,2.0,0,0
